text,papers
السلام عليكم سيادة المستشار. محتاج مساعده حضرتك في كيفية التصرف في الآتي. زوجي يعمل بشركة وكان يأخذ اللاب توب الشخصي معه العمل ونتيجة لبعض التغييرات في العمل تم منعه من دخول الشركة والاستيلاء على اللاب توب الشخصي وتهديده بأن يقوم بالتوقيع على الاستقالة أو نشر جميع الصور الخاصه بي أنا زوجته على مواقع التواصل الاجتماعي.. فماذا افعل!!. استحلفك بالله تعرفني ماذا أتصرف خوفاً من نشر صوري. وشكرا,"ويجب عليكِ التمسك بحقوقكِ وعدم الخوف من تهديدات زوجك، ويمكنكِ استشارة محامٍ حول الاجراءات التي يمكن اتخاذها لإنقاذ صوركِ وحمايتها من التسريب."
الزوجه جابت لي حكم علي قايمه مزوره ايه الاجراء اللي مفروض اعمله,يجب عليك الاتصال بمحامي متخصص في هذه المسائل وتزويده بنسخة من الحكم المزور وأي أدلة أخرى تحتاج إلى تثبيتها.
لو القايمة مكتوب فيها الف وانا ماضي علي اساس انها الف وفيه شهود علي انها  ماضين عالقايمة وللاسف القايمة مكتوبة ارقام هل كدا القاضي يسقط القايمة واطعن بالتزوير,"إذا كانت القائمة مكتوبة بطريقة غير واضحة ومبهمة، وتثبت بعد التحقيقات اللاحقة أن الأرقام المدونة بها مزورة، فإن القاضي قد يلغي القايمة ويتم قبول الاعتراض والدعوى."
السلام عليكم ورحمة الله وبركاته انا اتعمل لياجنحامتنع تسليم ميراث برغم انى لحد جه على ميراث ولا حاجه فجاه لقيت عليا حكم  شهور هل براء مضمونه فى قضيه دى ولا لا,"يحتاج هذا الأمر إلى دراسة وتحليل حالتك بصورة أكثر تفاصيل، لذلك ينصح بالتواصل مع محامي متخصص في هذا النوع من القضايا لتقديم المشورة اللازمة ورفع الدعوى إذا تطلب الأمر."
من فضلكوا.. انا كنت عاملة لزوجي محاضر ضرب كان ضربني ومعورني.. عاملها بتقرير طيب.. اخد فيها أسبوعين و غرامة. ولوقتي عايزني لتنازل عنهم.. الافضل ليا ايه اعمله توكيل صلح في الشهر العقاري. ولا لما يعمل  استئناف اروح احضر واتنازله,اذا كنت تريدين الاعتذار عن إيداع شكوى الجنحة فعليك بكتابة توكيل صلح بشأن الضرر الذي لحق بك واعلام النيابة العامة بذلك.
السؤال ده لكل محامى عنده ضمير وبيراعى ربنا استحلفكم بالله العلى العظيم فدونى  ضرورى اعمل ايه. ابى توفاه الله من سنه ولى اخوات من ابى مستولين على بيتين ملك ابى لى اخواتى بنتين وولدين وانا وحيده لان من الزوجه الاولى ولى ميراث من البيتين وعربيه يتعدى الف ج  وهما مش عاوزين يدونى حقى وتفاوضت معاهم كتير وجبت ناس وفى الاخر عاوزين يدونى الف فانا مش عارفه اعمل ايه اخد الالف وحقى امام الله ولا ايه وانا مش حعرف اسكن معاهم لانهم موزعين نفسهم على البيتين ومفيش شقه فاضيه وكمان لو عملت فرز وتجنيب فى المحاكم مش حعرف ابيع وهما سكنين قولوالى بالله عليكم اعمل ايه لانى تعبت اوى معاهم ومعيش غير ربنا ابى وامى متوافين وانا وحيده وعمى لا حول له ولا قوة واحنا اخوات من الاب بس ومليش علاقه بيهم من زمن بعيد,"أولاً، أعلمك بأنك تحتاجين إلى المساعدة من محامي مختص في مجال الأمور الإرثية حتى تستطيعين الحصول على حقوقك الشرعية في التركة والبيوت."
قضيةجنحأخذت براءة بتاريخ //وعندماذهبنا للاستئناف وجدناها تم العرض ولم يمر أيام ايه الحل,"إذا تم العرض في المحكمة الاستئنافية ولم يُعيد القاضي النظر في الحكم السابق خلال الأيام المحددة، فيمكن التقدم بطلب للمحكمة العليا (النقض) لإعادة النظر في الحكم."
السلام عليكم. دلوقتي زوج أختي ربنا يرحمه لسه متوفي وساب بنت صغيرة رضيعة. وعنده  أولاد من زوجة أخري مطلقة. وكان عنده محلين واحد مأجره وبيدخله إيراد. وواحد فاتح فيه مشروع خاص بيه. ولكن والد الزوج لا يريد أن يعطي أختي حقها في الميراث أو جزء من ايراد المحلات فالمفروض ايه الاجراء القانون اللى تخده؟! او تعمل ايه؟,"لذلك ، فإن التحدث مع محامي قانون الأسرة سيساعدك على فهم حقوقك والخطوات التي يجب اتخاذها للحصول على حقوقك بشكل صحيح."
السلام عليكم عندى استفسار مم الساده المحامين بعد اذنكم. والدتى ليها شقه فى بيت جدى دور ارضى ولكن ابن خالتى اخد الشقه باذن خالى الكبير علشان يعملها مشروع فخالى اذن ليه فهو غيرالعداد من اسم جدى لاسمه وسجله ف الشهر العقارى وعمل بطاقه ضريبيه باسمه وخالى مضاله اساس ان مافيش تخوين المهم خالى مات  وامى حبت هىواخواتهاتسجيل كل واحد لوحدته فابن خالتى رفض  يلع واجر المكان بالباطل  هل لو امى رفعت قضيه وصعها ايهوهلزالعادات  لما بقى باسمه هل فيها مشكله,"ثم يمكن لوالدتك رفع دعوى قضائية لاستعادة ملكية الشقة، وعند إثبات حقوق والدتك سيتم إجبار الشخص الذي اختلس الشقة على إخراجها وتسجيلها باسم والدتك."
السلام عليكم من فضلكم لو الجيران اللي تحتنا مركبين تندة صاج في بلكونة اوضة النوم ولما الدنيا بتشتي بينزل المطر صوته زي الرصاص على الصاج وحرفيا مش بنعرف ننام وعندي اطفال والله اعصابنا تعبت. اتكلمنا معاهم رافضين يشيلوها طبعا ولا حتى يشوفولها اي حل. ايه العمل في الحالة دي,"ومن الضروري جدًا الاحتفاظ بجميع الوثائق اللازمة ، بما في ذلك التراخيص والمراسلات مع الجيران ، التي تدعم قضيتك."
